Unknown,23.3
Account Hijacking,9.8
Targeted Attack,9.5
DDOS,9.3
SQLI,12.8
Malware,9.4
Defacement,14.8
Malvertising,0
Malicious iframe,0.7
DNS Hijacking,1
XSS,0.5
Other,8.9
